Date,Item Code,Wholesale Price (EUR/kg)
2020-07-03,102900005115908,0.7
2020-07-03,102900005115946,0.77
2020-07-03,102900005115960,0.38
2020-07-03,102900005115984,0.68
2020-07-03,102900005116226,0.8
2020-07-03,102900005116233,1.03
2020-07-03,102900005116257,1.18
2020-07-03,102900005116509,0.27
2020-07-03,102900005116530,1.94
2020-07-03,102900005116547,0.73
2020-07-03,102900005116714,1.61
2020-07-03,102900005116790,0.72
2020-07-03,102900005116912,1.42
2020-07-03,102900005116943,1.21
2020-07-03,102900005117056,0.96
2020-07-03,102900005117209,1.12
2020-07-03,102900005118824,1.01
2020-07-03,102900005118831,0.73
2020-07-03,102900005119944,1.81
2020-07-03,102900005119975,0.65
2020-07-03,102900005123880,1.12
2020-07-03,102900005125808,2.2
2020-07-03,102900005125815,1.14
2020-07-03,102900011000328,1.18
2020-07-03,102900011001219,1.26
2020-07-03,102900011006689,1.24
2020-07-03,102900011006948,2.11
2020-07-03,102900011008522,0.8
2020-07-03,102900011009970,0.87
2020-07-03,102900051004294,1.45
2020-07-03,102900051010455,0.85
2020-07-04,102900005115779,1.04
2020-07-04,102900005115786,0.62
2020-07-04,102900005115793,1.65
2020-07-04,102900005115823,1.18
2020-07-04,102900005115908,0.64
2020-07-04,102900005115946,0.77
2020-07-04,102900005115960,0.4
2020-07-04,102900005115984,0.68
2020-07-04,102900005116226,0.79
2020-07-04,102900005116233,0.98
2020-07-04,102900005116257,0.71
2020-07-04,102900005116509,0.36
2020-07-04,102900005116530,2.16
2020-07-04,102900005116547,0.73
2020-07-04,102900005116714,1.67
2020-07-04,102900005116790,0.72
2020-07-04,102900005116912,1.4
2020-07-04,102900005116943,1.06
2020-07-04,102900005117056,0.93
2020-07-04,102900005117209,1.34
2020-07-04,102900005118824,0.97
2020-07-04,102900005118831,0.74
2020-07-04,102900005119944,1.81
2020-07-04,102900005123880,1.3
2020-07-04,102900005125808,2.17
2020-07-04,102900005125815,1.08
2020-07-04,102900011000328,1.08
2020-07-04,102900011001219,1.33
2020-07-04,102900011006689,1.3
2020-07-04,102900011008522,0.8
2020-07-04,102900011009970,0.85
2020-07-04,102900051000944,4.59
2020-07-04,102900051004294,1.1
2020-07-04,102900051010455,0.83
2020-07-05,102900005115762,0.63
2020-07-05,102900005115779,1.04
2020-07-05,102900005115786,0.62
2020-07-05,102900005115793,1.8
2020-07-05,102900005115823,1.18
2020-07-05,102900005115908,0.73
2020-07-05,102900005115946,0.78
2020-07-05,102900005115960,0.4
2020-07-05,102900005115984,0.68
2020-07-05,102900005116226,0.78
2020-07-05,102900005116233,0.98
2020-07-05,102900005116257,0.76
2020-07-05,102900005116509,0.37
2020-07-05,102900005116530,2.16
2020-07-05,102900005116547,0.73
2020-07-05,102900005116714,1.7
2020-07-05,102900005116912,1.42
2020-07-05,102900005116943,1.05
2020-07-05,102900005117056,0.93
2020-07-05,102900005117209,1.5
2020-07-05,102900005118824,0.98
2020-07-05,102900005118831,0.74
2020-07-05,102900005119975,0.65
2020-07-05,102900005123880,1.3
2020-07-05,102900005125808,2.1
2020-07-05,102900005125815,1.11
2020-07-05,102900011000328,1.43
2020-07-05,102900011001219,1.31
2020-07-05,102900011001813,0.29
2020-07-05,102900011006689,1.27
2020-07-05,102900011008522,0.8
2020-07-05,102900011009444,1.46
2020-07-05,102900011009970,0.89
2020-07-05,102900051004294,1.13
2020-07-05,102900051010455,0.86
2020-07-06,102900005115762,0.6
2020-07-06,102900005115779,1.17
2020-07-06,102900005115786,0.57
2020-07-06,102900005115793,1.66
2020-07-06,102900005115823,1.12
2020-07-06,102900005115908,0.82
2020-07-06,102900005115946,0.76
2020-07-06,102900005115960,0.4
2020-07-06,102900005115984,0.66
2020-07-06,102900005116226,0.79
2020-07-06,102900005116233,0.97
2020-07-06,102900005116257,0.81
2020-07-06,102900005116509,0.37
2020-07-06,102900005116530,2.16
2020-07-06,102900005116547,0.73
2020-07-06,102900005116714,1.71
2020-07-06,102900005116912,1.42
2020-07-06,102900005116943,1.05
2020-07-06,102900005117056,0.9
2020-07-06,102900005117209,1.52
2020-07-06,102900005118824,0.98
2020-07-06,102900005118831,0.73
2020-07-06,102900005119944,1.82
2020-07-06,102900005119975,0.65
2020-07-06,102900005123880,1.33
2020-07-06,102900005125808,2.1
2020-07-06,102900005125815,1.11
2020-07-06,102900011000328,1.47
2020-07-06,102900011001219,1.45
2020-07-06,102900011001813,0.3
2020-07-06,102900011006948,1.65
2020-07-06,102900011008522,0.8
2020-07-06,102900011009444,0.95
2020-07-06,102900011009970,1.01
2020-07-06,102900051004294,1.16
2020-07-06,102900051010455,0.96
2020-07-07,102900005115762,0.59
2020-07-07,102900005115779,1.25
2020-07-07,102900005115786,0.57
2020-07-07,102900005115793,1.78
2020-07-07,102900005115823,1.12
2020-07-07,102900005115908,0.84
2020-07-07,102900005115946,0.76
2020-07-07,102900005115960,0.4
2020-07-07,102900005115984,0.67
2020-07-07,102900005116226,0.83
2020-07-07,102900005116233,0.99
2020-07-07,102900005116257,0.86
2020-07-07,102900005116509,0.37
2020-07-07,102900005116530,2.16
2020-07-07,102900005116547,0.73
2020-07-07,102900005116714,1.65
2020-07-07,102900005116837,1.44
2020-07-07,102900005116912,1.42
2020-07-07,102900005116943,1.04
2020-07-07,102900005117056,0.86
2020-07-07,102900005117209,1.52
2020-07-07,102900005118824,0.98
2020-07-07,102900005118831,0.73
2020-07-07,102900005119944,1.81
2020-07-07,102900005119975,0.65
2020-07-07,102900005123880,1.11
2020-07-07,102900005125808,2.1
2020-07-07,102900005125815,1.1
2020-07-07,102900011000328,1.45
2020-07-07,102900011001219,1.9
2020-07-07,102900011001813,0.3
2020-07-07,102900011006689,0.78
2020-07-07,102900011006948,1.7
2020-07-07,102900011008522,0.8
2020-07-07,102900011009970,0.98
2020-07-07,102900051004294,1.19
2020-07-07,102900051010455,0.96
2020-07-08,102900005115762,0.58
2020-07-08,102900005115779,1.25
2020-07-08,102900005115786,0.54
2020-07-08,102900005115793,1.88
2020-07-08,102900005115816,0.83
2020-07-08,102900005115823,1.12
2020-07-08,102900005115908,0.86
2020-07-08,102900005115946,0.76
2020-07-08,102900005115960,0.4
2020-07-08,102900005115984,0.68
2020-07-08,102900005116226,0.86
2020-07-08,102900005116233,1.01
2020-07-08,102900005116257,0.94
2020-07-08,102900005116509,0.37
2020-07-08,102900005116530,2.16
2020-07-08,102900005116547,0.73
2020-07-08,102900005116714,1.64
2020-07-08,102900005116790,0.79
2020-07-08,102900005116899,1.62
2020-07-08,102900005116912,1.42
2020-07-08,102900005116943,1.12
2020-07-08,102900005117056,0.86
2020-07-08,102900005117209,1.52
2020-07-08,102900005118824,0.98
2020-07-08,102900005118831,0.74
2020-07-08,102900005119944,1.81
2020-07-08,102900005119975,0.65
2020-07-08,102900005123880,0.78
2020-07-08,102900005125808,2.08
2020-07-08,102900005125815,1.1
2020-07-08,102900011000328,1.36
2020-07-08,102900011001219,2.2
2020-07-08,102900011006948,1.77
2020-07-08,102900011008522,0.8
2020-07-08,102900011009970,0.95
2020-07-08,102900051004294,1.29
2020-07-08,102900051010455,0.96
2020-07-09,102900005115762,0.55
2020-07-09,102900005115779,1.27
2020-07-09,102900005115786,0.51
2020-07-09,102900005115793,1.88
2020-07-09,102900005115823,1.12
2020-07-09,102900005115908,0.86
2020-07-09,102900005115946,0.76
2020-07-09,102900005115960,0.39
2020-07-09,102900005115984,0.68
2020-07-09,102900005116226,0.87
2020-07-09,102900005116233,0.99
2020-07-09,102900005116257,0.95
2020-07-09,102900005116509,0.37
2020-07-09,102900005116530,2.16
2020-07-09,102900005116547,0.73
2020-07-09,102900005116714,1.63
2020-07-09,102900005116790,0.8
2020-07-09,102900005116912,1.41
2020-07-09,102900005116943,1.13
2020-07-09,102900005117056,0.86
2020-07-09,102900005117209,1.43
2020-07-09,102900005118824,0.98
2020-07-09,102900005118831,0.74
2020-07-09,102900005119944,1.81
2020-07-09,102900005119975,0.65
2020-07-09,102900005123880,0.78
2020-07-09,102900005125808,1.84
2020-07-09,102900005125815,1.1
2020-07-09,102900011000328,1.3
2020-07-09,102900011001219,2.2
2020-07-09,102900011006948,1.76
2020-07-09,102900011008522,0.8
2020-07-09,102900011009444,0.73
2020-07-09,102900011009970,0.94
2020-07-09,102900051004294,1.31
2020-07-09,102900051010455,0.96
2020-07-10,102900005115762,0.43
2020-07-10,102900005115779,1.27
2020-07-10,102900005115786,0.47
2020-07-10,102900005115793,1.88
2020-07-10,102900005115823,1.12
2020-07-10,102900005115861,0.36
2020-07-10,102900005115908,0.86
2020-07-10,102900005115946,0.76
2020-07-10,102900005115960,0.38
2020-07-10,102900005115984,0.68
2020-07-10,102900005116226,0.87
2020-07-10,102900005116233,0.99
2020-07-10,102900005116257,0.99
2020-07-10,102900005116509,0.38
2020-07-10,102900005116530,2.16
2020-07-10,102900005116547,0.73
2020-07-10,102900005116714,1.59
2020-07-10,102900005116790,0.8
2020-07-10,102900005116899,1.62
2020-07-10,102900005116912,1.41
2020-07-10,102900005116943,1.1
2020-07-10,102900005117056,0.98
2020-07-10,102900005117209,1.32
2020-07-10,102900005118817,1.42
2020-07-10,102900005118824,0.98
2020-07-10,102900005118831,0.73
2020-07-10,102900005119944,1.79
2020-07-10,102900005119975,0.65
2020-07-10,102900005125808,1.84
2020-07-10,102900005125815,1.1
2020-07-10,102900011000328,1.32
2020-07-10,102900011006948,1.77
2020-07-10,102900011008522,0.95
2020-07-10,102900011009444,1.46
2020-07-10,102900011009970,0.85
2020-07-10,102900051004294,1.42
2020-07-10,102900051010455,0.96
2020-07-10,106956146480203,0.35
2020-07-11,102900005115762,0.43
2020-07-11,102900005115779,1.27
2020-07-11,102900005115786,0.43
2020-07-11,102900005115793,1.87
2020-07-11,102900005115823,1.12
2020-07-11,102900005115908,0.86
2020-07-11,102900005115946,0.76
2020-07-11,102900005115960,0.38
2020-07-11,102900005115984,0.68
2020-07-11,102900005116233,1.19
2020-07-11,102900005116257,0.98
2020-07-11,102900005116509,0.39
2020-07-11,102900005116530,2.16
2020-07-11,102900005116547,0.74
2020-07-11,102900005116714,1.6
2020-07-11,102900005116899,1.62
2020-07-11,102900005116912,1.41
2020-07-11,102900005116943,1.15
2020-07-11,102900005117056,1.02
2020-07-11,102900005117209,1.49
2020-07-11,102900005118824,0.97
2020-07-11,102900005118831,0.73
2020-07-11,102900005119944,1.8
2020-07-11,102900005119975,0.65
2020-07-11,102900005123880,0.85
2020-07-11,102900005125808,1.84
2020-07-11,102900005125815,1.1
2020-07-11,102900011000328,1.35
2020-07-11,102900011001219,2.14
2020-07-11,102900011006689,0.78
2020-07-11,102900011006948,1.91
2020-07-11,102900011008522,0.91
2020-07-11,102900011009444,1.46
2020-07-11,102900011009970,0.69
2020-07-11,102900051004294,1.47
2020-07-11,102900051010455,0.96
2020-07-12,102900005115762,0.43
2020-07-12,102900005115779,1.25
2020-07-12,102900005115786,0.4
2020-07-12,102900005115793,1.87
2020-07-12,102900005115823,1.12
2020-07-12,102900005115908,0.87
2020-07-12,102900005115946,0.8
2020-07-12,102900005115960,0.38
2020-07-12,102900005115984,0.68
2020-07-12,102900005116226,0.89
2020-07-12,102900005116233,1.0
2020-07-12,102900005116257,0.91
2020-07-12,102900005116509,0.4
2020-07-12,102900005116530,2.16
2020-07-12,102900005116547,0.76
2020-07-12,102900005116714,1.53
2020-07-12,102900005116899,1.62
2020-07-12,102900005116912,1.41
2020-07-12,102900005116943,1.21
2020-07-12,102900005117056,1.09
2020-07-12,102900005117209,1.41
2020-07-12,102900005118824,0.97
2020-07-12,102900005118831,0.73
2020-07-12,102900005119944,1.8
2020-07-12,102900005119975,0.65
2020-07-12,102900005123880,1.33
2020-07-12,102900005125808,1.83
2020-07-12,102900005125815,1.09
2020-07-12,102900011000328,1.13
2020-07-12,102900011001219,2.05
2020-07-12,102900011006689,0.77
2020-07-12,102900011006948,1.99
2020-07-12,102900011008522,0.89
2020-07-12,102900011009444,0.96
2020-07-12,102900011009970,0.63
2020-07-12,102900051000944,4.33
2020-07-12,102900051004294,1.42
2020-07-12,102900051010455,0.96
2020-07-12,106956146480197,0.37
2020-07-13,102900005115779,1.25
2020-07-13,102900005115786,0.39
2020-07-13,102900005115793,1.86
2020-07-13,102900005115823,1.12
2020-07-13,102900005115908,0.89
2020-07-13,102900005115946,0.76
2020-07-13,102900005115960,0.38
2020-07-13,102900005115984,0.68
2020-07-13,102900005116226,0.94
2020-07-13,102900005116233,0.99
2020-07-13,102900005116257,0.98
2020-07-13,102900005116509,0.4
2020-07-13,102900005116530,2.16
2020-07-13,102900005116547,0.68
2020-07-13,102900005116714,1.49
2020-07-13,102900005116899,1.62
2020-07-13,102900005116912,1.41
2020-07-13,102900005116943,1.24
2020-07-13,102900005117056,1.05
2020-07-13,102900005117209,1.58
2020-07-13,102900005118824,0.97
2020-07-13,102900005118831,0.73
2020-07-13,102900005119944,1.81
2020-07-13,102900005119975,0.65
2020-07-13,102900005123880,1.28
2020-07-13,102900005125808,1.83
2020-07-13,102900005125815,1.09
2020-07-13,102900011000328,1.13
2020-07-13,102900011001219,2.04
2020-07-13,102900011006689,0.68
2020-07-13,102900011008522,0.89
2020-07-13,102900011009444,0.77
2020-07-13,102900011009970,0.6
2020-07-13,102900051004294,1.4
2020-07-13,102900051010455,0.96
2020-07-14,102900005115779,1.25
2020-07-14,102900005115786,0.32
2020-07-14,102900005115793,1.86
2020-07-14,102900005115823,1.08
2020-07-14,102900005115908,0.88
2020-07-14,102900005115946,0.77
2020-07-14,102900005115960,0.34
2020-07-14,102900005115984,0.68
2020-07-14,102900005116226,0.91
2020-07-14,102900005116233,1.06
2020-07-14,102900005116257,1.02
2020-07-14,102900005116509,0.39
2020-07-14,102900005116530,2.16
2020-07-14,102900005116547,0.68
2020-07-14,102900005116714,1.4
2020-07-14,102900005116899,1.44
2020-07-14,102900005116912,1.4
2020-07-14,102900005116943,1.32
2020-07-14,102900005117056,0.96
2020-07-14,102900005117209,2.06
2020-07-14,102900005118824,0.94
2020-07-14,102900005118831,0.72
2020-07-14,102900005119944,1.79
2020-07-14,102900005119975,0.58
2020-07-14,102900005123880,0.89
2020-07-14,102900005125808,1.77
2020-07-14,102900005125815,1.09
2020-07-14,102900011000328,1.15
2020-07-14,102900011001219,2.2
2020-07-14,102900011006689,0.66
2020-07-14,102900011008522,0.9
2020-07-14,102900011009444,0.77
2020-07-14,102900011009970,0.53
2020-07-14,102900011011546,0.31
2020-07-14,102900051004294,1.23
2020-07-14,102900051010455,0.96
2020-07-14,106956146480197,0.37
2020-07-15,102900005115779,1.24
2020-07-15,102900005115786,0.32
2020-07-15,102900005115823,1.03
2020-07-15,102900005115908,0.88
2020-07-15,102900005115946,0.77
2020-07-15,102900005115960,0.27
2020-07-15,102900005115984,0.68
2020-07-15,102900005116226,0.91
2020-07-15,102900005116233,1.14
2020-07-15,102900005116257,1.02
2020-07-15,102900005116509,0.45
2020-07-15,102900005116530,2.16
2020-07-15,102900005116547,0.76
2020-07-15,102900005116714,1.4
2020-07-15,102900005116899,1.44
2020-07-15,102900005116912,1.41
2020-07-15,102900005116943,1.43
2020-07-15,102900005117056,1.01
2020-07-15,102900005117209,2.14
2020-07-15,102900005118824,0.94
2020-07-15,102900005118831,0.73
2020-07-15,102900005119944,1.79
2020-07-15,102900005119975,0.58
2020-07-15,102900005123880,0.8
2020-07-15,102900005125808,1.77
2020-07-15,102900005125815,1.09
2020-07-15,102900011000328,1.15
2020-07-15,102900011001219,2.1
2020-07-15,102900011006689,0.66
2020-07-15,102900011008522,0.9
2020-07-15,102900011009444,0.75
2020-07-15,102900011009970,0.52
2020-07-15,102900011011546,0.31
2020-07-15,102900051004294,1.27
2020-07-15,102900051010455,0.96
2020-07-15,106956146480197,0.37
2020-07-16,102900005115779,1.22
2020-07-16,102900005115786,0.32
2020-07-16,102900005115793,1.95
2020-07-16,102900005115823,1.02
2020-07-16,102900005115908,0.8
2020-07-16,102900005115946,0.77
2020-07-16,102900005115960,0.25
2020-07-16,102900005115984,0.68
2020-07-16,102900005116226,0.91
2020-07-16,102900005116233,1.35
2020-07-16,102900005116257,1.02
2020-07-16,102900005116509,0.44
2020-07-16,102900005116530,2.16
2020-07-16,102900005116547,0.76
2020-07-16,102900005116714,1.39
2020-07-16,102900005116899,1.44
2020-07-16,102900005116912,1.41
2020-07-16,102900005116943,1.52
2020-07-16,102900005117056,1.0
2020-07-16,102900005117209,2.25
2020-07-16,102900005118824,0.95
2020-07-16,102900005118831,0.73
2020-07-16,102900005119944,1.79
2020-07-16,102900005119975,0.58
2020-07-16,102900005123880,0.8
2020-07-16,102900005125808,1.82
2020-07-16,102900005125815,1.09
2020-07-16,102900011000328,1.12
2020-07-16,102900011001219,2.03
2020-07-16,102900011001806,0.56
2020-07-16,102900011006689,0.66
2020-07-16,102900011008522,0.9
2020-07-16,102900011009444,0.85
2020-07-16,102900011009970,0.51
2020-07-16,102900051004294,1.36
2020-07-16,102900051010455,0.96
2020-07-16,106956146480197,0.37
2020-07-17,102900005115762,0.59
2020-07-17,102900005115779,1.22
2020-07-17,102900005115786,0.32
2020-07-17,102900005115793,1.97
2020-07-17,102900005115823,1.02
2020-07-17,102900005115908,0.79
2020-07-17,102900005115946,0.77
2020-07-17,102900005115960,0.25
2020-07-17,102900005115984,0.68
2020-07-17,102900005116226,0.91
2020-07-17,102900005116233,1.36
2020-07-17,102900005116257,0.93
2020-07-17,102900005116509,0.44
2020-07-17,102900005116530,2.16
2020-07-17,102900005116547,0.85
2020-07-17,102900005116714,1.39
2020-07-17,102900005116899,1.44
2020-07-17,102900005116912,1.4
2020-07-17,102900005116943,1.59
2020-07-17,102900005117056,0.94
2020-07-17,102900005117209,2.33
2020-07-17,102900005118824,0.98
2020-07-17,102900005118831,0.73
2020-07-17,102900005119944,1.79
2020-07-17,102900005119975,0.58
2020-07-17,102900005123880,0.79
2020-07-17,102900005125808,1.85
2020-07-17,102900005125815,1.09
2020-07-17,102900011000328,1.12
2020-07-17,102900011001219,2.05
2020-07-17,102900011001806,0.55
2020-07-17,102900011006689,0.64
2020-07-17,102900011008522,0.9
2020-07-17,102900011009444,0.93
2020-07-17,102900011009970,0.58
2020-07-17,102900051004294,1.36
2020-07-17,102900051010455,0.96
2020-07-17,106956146480197,0.37
2020-07-18,102900005115762,0.58
2020-07-18,102900005115779,1.22
2020-07-18,102900005115786,0.32
2020-07-18,102900005115793,1.95
2020-07-18,102900005115823,0.97
2020-07-18,102900005115908,0.79
2020-07-18,102900005115946,0.78
2020-07-18,102900005115960,0.25
2020-07-18,102900005115984,0.68
2020-07-18,102900005116226,0.89
2020-07-18,102900005116233,1.49
2020-07-18,102900005116257,0.93
2020-07-18,102900005116509,0.46
2020-07-18,102900005116530,2.16
2020-07-18,102900005116547,0.9
2020-07-18,102900005116714,1.4
2020-07-18,102900005116899,1.44
2020-07-18,102900005116912,1.4
2020-07-18,102900005116943,1.61
2020-07-18,102900005117056,0.9
2020-07-18,102900005117209,2.47
2020-07-18,102900005118824,0.98
2020-07-18,102900005118831,0.73
2020-07-18,102900005119944,1.78
2020-07-18,102900005119975,0.51
2020-07-18,102900005123880,1.03
2020-07-18,102900005125808,1.88
2020-07-18,102900005125815,1.09
2020-07-18,102900011000328,1.1
2020-07-18,102900011001219,2.16
2020-07-18,102900011001806,0.56
2020-07-18,102900011008522,0.9
2020-07-18,102900011009444,0.82
2020-07-18,102900011009970,0.58
2020-07-18,102900051004294,1.21
2020-07-18,102900051010455,0.96
2020-07-18,106956146480197,0.36
2020-07-19,102900005115779,1.22
2020-07-19,102900005115786,0.38
2020-07-19,102900005115793,1.97
2020-07-19,102900005115823,0.96
2020-07-19,102900005115908,0.79
2020-07-19,102900005115946,0.79
2020-07-19,102900005115960,0.25
2020-07-19,102900005115984,0.68
2020-07-19,102900005116226,0.86
2020-07-19,102900005116233,1.61
2020-07-19,102900005116257,0.93
2020-07-19,102900005116509,0.49
2020-07-19,102900005116530,2.16
2020-07-19,102900005116547,0.91
2020-07-19,102900005116714,1.41
2020-07-19,102900005116899,1.44
2020-07-19,102900005116912,1.41
2020-07-19,102900005116943,1.62
2020-07-19,102900005117056,1.11
2020-07-19,102900005117209,2.21
2020-07-19,102900005118824,0.98
2020-07-19,102900005118831,0.73
2020-07-19,102900005119944,1.78
2020-07-19,102900005119975,0.5
2020-07-19,102900005123880,0.74
2020-07-19,102900005125808,1.85
2020-07-19,102900005125815,1.09
2020-07-19,102900011000328,1.11
2020-07-19,102900011001219,2.02
2020-07-19,102900011001806,0.56
2020-07-19,102900011008522,0.82
2020-07-19,102900011009444,0.8
2020-07-19,102900011009970,0.59
2020-07-19,102900051004294,1.12
2020-07-19,102900051010455,0.96
2020-07-19,106956146480197,0.37
2020-07-20,102900005115779,1.22
2020-07-20,102900005115786,0.39
2020-07-20,102900005115793,1.81
2020-07-20,102900005115823,0.96
2020-07-20,102900005115908,0.79
2020-07-20,102900005115946,0.79
2020-07-20,102900005115960,0.28
2020-07-20,102900005115984,0.69
2020-07-20,102900005116226,0.91
2020-07-20,102900005116233,1.57
2020-07-20,102900005116257,0.93
2020-07-20,102900005116509,0.49
2020-07-20,102900005116530,2.16
2020-07-20,102900005116547,0.91
2020-07-20,102900005116714,1.41
2020-07-20,102900005116899,1.44
2020-07-20,102900005116912,1.41
2020-07-20,102900005116943,1.6
2020-07-20,102900005117056,1.11
2020-07-20,102900005117209,2.24
2020-07-20,102900005118824,0.98
2020-07-20,102900005118831,0.73
2020-07-20,102900005119944,1.79
2020-07-20,102900005119975,0.5
2020-07-20,102900005125808,1.84
2020-07-20,102900005125815,1.09
2020-07-20,102900011000328,1.12
2020-07-20,102900011001219,2.02
2020-07-20,102900011001806,0.56
2020-07-20,102900011008522,0.76
2020-07-20,102900011009444,0.8
2020-07-20,102900011009970,0.61
2020-07-20,102900051004294,1.12
2020-07-20,102900051010455,0.96
2020-07-20,106956146480197,0.37
2020-07-21,102900005115762,0.61
2020-07-21,102900005115779,1.2
2020-07-21,102900005115786,0.39
2020-07-21,102900005115793,1.77
2020-07-21,102900005115823,0.96
2020-07-21,102900005115908,0.78
2020-07-21,102900005115946,0.77
2020-07-21,102900005115960,0.32
2020-07-21,102900005115984,0.68
2020-07-21,102900005116226,0.91
2020-07-21,102900005116233,1.57
2020-07-21,102900005116257,0.93
2020-07-21,102900005116509,0.54
2020-07-21,102900005116530,2.16
2020-07-21,102900005116547,0.91
2020-07-21,102900005116714,1.4
2020-07-21,102900005116899,1.44
2020-07-21,102900005116912,1.41
2020-07-21,102900005116943,1.6
2020-07-21,102900005117056,1.04
2020-07-21,102900005117209,2.26
2020-07-21,102900005118824,0.99
2020-07-21,102900005118831,0.73
2020-07-21,102900005119944,1.79
2020-07-21,102900005119975,0.5
2020-07-21,102900005123880,0.72
2020-07-21,102900005125808,1.84
2020-07-21,102900005125815,1.1
2020-07-21,102900011000328,0.95
2020-07-21,102900011001219,2.04
2020-07-21,102900011001806,0.57
2020-07-21,102900011008522,0.84
2020-07-21,102900011009444,0.8
2020-07-21,102900011009970,0.61
2020-07-21,102900051000944,3.6
2020-07-21,102900051004294,1.13
2020-07-21,102900051010455,0.96
2020-07-21,106956146480197,0.37
2020-07-22,102900005115762,0.63
2020-07-22,102900005115779,1.18
2020-07-22,102900005115786,0.39
2020-07-22,102900005115793,1.77
2020-07-22,102900005115823,0.82
2020-07-22,102900005115908,0.76
2020-07-22,102900005115946,0.77
2020-07-22,102900005115960,0.32
2020-07-22,102900005115984,0.68
2020-07-22,102900005116226,0.91
2020-07-22,102900005116233,1.58
2020-07-22,102900005116257,0.85
2020-07-22,102900005116509,0.55
2020-07-22,102900005116530,2.16
2020-07-22,102900005116547,0.91
2020-07-22,102900005116714,1.4
2020-07-22,102900005116899,1.44
2020-07-22,102900005116912,1.41
2020-07-22,102900005116943,1.64
2020-07-22,102900005117056,0.99
2020-07-22,102900005117209,2.03
2020-07-22,102900005118824,0.99
2020-07-22,102900005118831,0.73
2020-07-22,102900005119944,1.8
2020-07-22,102900005119975,0.5
2020-07-22,102900005123880,0.72
2020-07-22,102900005125808,1.92
2020-07-22,102900005125815,1.07
2020-07-22,102900011000328,0.91
2020-07-22,102900011001219,2.03
2020-07-22,102900011001806,0.57
2020-07-22,102900011008522,0.9
2020-07-22,102900011009444,0.84
2020-07-22,102900011009970,0.61
2020-07-22,102900051000944,3.6
2020-07-22,102900051004294,1.14
2020-07-22,102900051010455,0.96
2020-07-22,106956146480197,0.37
2020-07-23,102900005115762,0.77
2020-07-23,102900005115779,1.11
2020-07-23,102900005115786,0.47
2020-07-23,102900005115793,1.79
2020-07-23,102900005115823,0.75
2020-07-23,102900005115908,0.78
2020-07-23,102900005115946,0.77
2020-07-23,102900005115960,0.36
2020-07-23,102900005115984,0.77
2020-07-23,102900005116226,0.95
2020-07-23,102900005116233,2.15
2020-07-23,102900005116257,0.86
2020-07-23,102900005116509,0.62
2020-07-23,102900005116530,2.16
2020-07-23,102900005116547,0.96
